Retained Space by Class
=======================

Total Heap:    24.50 MB
Total Classes:     2892
Total Objects:   205719

# Objects    Retained        Size  Class
----------------------------------------
        1       16 B        16 B   org.jboss.resteasy.resteasy_jaxrs.i18n.Messages_$bundle
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.ReadOnlyListPropertyValueExtractor
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.MapKeyExtractor
        1       16 B        16 B   org.jboss.resteasy.spi.InternalDispatcher
        1       16 B        16 B   java.time.temporal.TemporalQueries$$Lambda$502.263423075
        1       16 B        16 B   sun.reflect.generics.tree.LongSignature
        1       16 B        16 B   com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerDouble
        1       16 B        16 B   sun.nio.ch.SocketDispatcher
        1       16 B        16 B   org.hibernate.validator.internal.metadata.core.ConstraintHelper$$Lambda$589.612849016
        1       16 B        16 B   org.jboss.resteasy.plugins.delegates.NewCookieHeaderDelegate
        1       16 B        16 B   org.jboss.resteasy.tracing.RESTEasyTracingLogger$1
        1       16 B        16 B   sun.util.locale.provider.CalendarDataUtility$CalendarFieldValueNameGetter
        1       16 B        16 B   com.sun.xml.bind.v2.runtime.reflect.Lister$2
        1       16 B        16 B   java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory
        1       16 B        16 B   com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerCharacter
        1       16 B        16 B   org.hibernate.validator.internal.metadata.aggregated.rule.VoidMethodsMustNotBeReturnValueConstrained
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.ListPropertyValueExtractor
        1       16 B        16 B   java.util.Collections$EmptyEnumeration
        1       16 B        16 B   org.jboss.resteasy.core.SynchronousDispatcher$$Lambda$596.567383964
        1       16 B        16 B   java.util.Arrays$NaturalOrder
        1       16 B        16 B   com.sun.xml.bind.marshaller.DumbEscapeHandler
        1       16 B        16 B   org.resteasy.reactivecontext.ContextFeature
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.dtd.XML11NMTOKENDatatypeValidator
        1       16 B        16 B   com.sun.org.apache.xerces.internal.xs.XSObject[]
        1       16 B        16 B   java.lang.CharacterDataPrivateUse
        1       16 B        16 B   io.undertow.UndertowMessages_$bundle
        1       16 B        16 B   org.hibernate.validator.internal.metadata.aggregated.rule.ParallelMethodsMustNotDefineParameterConstraints
        1       16 B        16 B   com.sun.xml.bind.v2.runtime.JAXBContextImpl$6
        1       16 B        16 B   com.oracle.svm.core.jdk.SubstrateThreadMXBean
        1       16 B        16 B   org.apache.http.impl.client.NoopUserTokenHandler
        1       16 B        16 B   org.hibernate.validator.internal.metadata.aggregated.BeanMetaDataImpl$$Lambda$720.516263328
        1       16 B        16 B   sun.util.locale.provider.LocaleNameProviderImpl
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.output.NamespaceContextImpl$1
        1       16 B        16 B   com.oracle.svm.core.SubstrateUtil$DiagnosticThunk[]
        1       16 B        16 B   org.hsqldb.types.Collation
        1       16 B        16 B   org.hibernate.validator.internal.metadata.core.ConstraintHelper$$Lambda$588.225304461
        1       16 B        16 B   com.arjuna.ats.arjuna.coordinator.CheckedAction
        1       16 B        16 B   org.postgresql.util.LruCache$2
        1       16 B        16 B   javax.xml.stream.SecuritySupport
        1       16 B        16 B   io.smallrye.config.Converters$$Lambda$416.148083884
        1       16 B        16 B   io.undertow.util.URLUtils$2
        1       16 B        16 B   java.time.temporal.TemporalQueries$$Lambda$503.1688353568
        1       16 B        16 B   io.smallrye.config.Converters$$Lambda$415.194770595
        1       16 B        16 B   com.sun.xml.internal.bind.v2.model.nav.ReflectionNavigator
        1       16 B        16 B   com.sun.xml.bind.AccessorFactoryImpl
        1       16 B        16 B   com.fasterxml.jackson.core.JsonpCharacterEscapes
        1       16 B        16 B   com.oracle.svm.core.jdk.SystemPropertiesSupport$$Lambda$188.1569883232
        1       16 B        16 B   com.fasterxml.jackson.databind.ser.Serializers[]
        1       16 B        16 B   java.util.stream.FindOps$$Lambda$132.869085054
        1       16 B        16 B   org.postgresql.shaded.com.ongres.scram.common.ScramMechanisms$$Lambda$762.693804755
        1       16 B        16 B   java.lang.CharacterData00
        1       16 B        16 B   com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerShort
        1       16 B        16 B   java.util.stream.Collectors$$Lambda$342.710015998
        1       16 B        16 B   io.reactiverse.reactivecontexts.propagators.rxjava2.ContextPropagatorOnObservableAssemblyAction
        1       16 B        16 B   java.util.concurrent.ConcurrentSkipListMap$EntrySpliterator$$Lambda$575.1029486837
        1       16 B        16 B   sun.misc.Unsafe
        1       16 B        16 B   java.util.stream.Collectors$$Lambda$125.1499203447
        1       16 B        16 B   sun.reflect.generics.scope.DummyScope
        1       16 B        16 B   io.smallrye.metrics.app.Clock$UserTimeClock
        1       16 B        16 B   java.util.logging.LoggingProxyImpl
        1       16 B        16 B   org.apache.http.message.BasicLineFormatter
        1       16 B        16 B   com.sun.xml.internal.bind.v2.model.nav.ReflectionNavigator$3
        1       16 B        16 B   org.jboss.resteasy.plugins.delegates.MediaTypeHeaderDelegate
        1       16 B        16 B   java.time.format.DateTimeFormatterBuilder$InstantPrinterParser
        1       16 B        16 B   com.sun.org.apache.xerces.internal.dom.DOMImplementationImpl
        1       16 B        16 B   com.oracle.svm.core.thread.JavaThreads$$Lambda$483.1515696538
        1       16 B        16 B   java.time.temporal.TemporalQueries$$Lambda$507.154973519
        1       16 B        16 B   java.math.BigDecimal$1
        1       16 B        16 B   com.fasterxml.jackson.databind.deser.Deserializers[]
        1       16 B        16 B   org.jboss.resteasy.plugins.delegates.LinkDelegate
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.ObjectArrayValueExtractor
        1       16 B        16 B   java.lang.CharacterData01
        1       16 B        16 B   com.sun.xml.bind.api.impl.NameConverter$Standard
        1       16 B        16 B   com.sun.xml.bind.v2.ClassFactory$1
        1       16 B        16 B   com.oracle.svm.core.genscavenge.CollectionPolicy$OnlyCompletely
        1       16 B        16 B   java.util.TreeMap$EntrySpliterator$$Lambda$570.630175394
        1       16 B        16 B   java.lang.CharacterDataLatin1
        1       16 B        16 B   com.sun.xml.bind.v2.model.nav.ReflectionNavigator$6
        1       16 B        16 B   org.jboss.resteasy.core.SynchronousDispatcher$$Lambda$599.1497132750
        1       16 B        16 B   java.util.stream.Collectors$$Lambda$743.556119044
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.xs.Base64BinaryDV
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.dtd.StringDatatypeValidator
        1       16 B        16 B   io.reactiverse.reactivecontexts.propagators.rxjava2.ContextPropagatorOnCompletableCreateAction
        1       16 B        16 B   com.sun.xml.bind.v2.runtime.reflect.PrimitiveArrayListerLong
        1       16 B        16 B   org.jboss.resteasy.core.SynchronousDispatcher$$Lambda$602.2033825238
        1       16 B        16 B   java.util.Collections$EmptySet
        1       16 B        16 B   io.agroal.pool.wrapper.ConnectionWrapper$$Lambda$701.808617916
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.xs.EntityDV
        1       16 B        16 B   org.jboss.shamrock.runtime.RuntimeInjector$DefaultInjectionFactory
        1       16 B        16 B   io.undertow.util.URLUtils$1
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.unmarshaller.UnmarshallingContext$DefaultRootLoader
        1       16 B        16 B   com.oracle.svm.core.jdk.UninterruptibleUtils$AtomicInteger
        1       16 B        16 B   io.agroal.pool.wrapper.ConnectionWrapper$1
        1       16 B        16 B   org.hibernate.validator.internal.metadata.core.ConstraintHelper$$Lambda$442.1223089612
        1       16 B        16 B   io.reactivex.internal.functions.Functions$EmptyAction
        1       16 B        16 B   io.undertow.util.DateUtils$2
        1       16 B        16 B   io.smallrye.config.Converters$$Lambda$418.2134185705
        1       16 B        16 B   org.jboss.shamrock.undertow.runtime.UndertowDeploymentTemplate$1
        1       16 B        16 B   com.fasterxml.jackson.databind.util.NameTransformer$NopTransformer
        1       16 B        16 B   io.undertow.protocols.http2.HpackEncoder$1
        1       16 B        16 B   org.jboss.resteasy.plugins.delegates.CacheControlDelegate
        1       16 B        16 B   java.util.Collections$EmptyList
        1       16 B        16 B   com.oracle.svm.core.genscavenge.CollectionPolicy$ByTime
        1       16 B        16 B   com.fasterxml.jackson.databind.util.ViewMatcher
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.xs.AnyURIDV
        1       16 B        16 B   io.reactiverse.reactivecontexts.propagators.rxjava2.ContextPropagatorOnFlowableCreateAction
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.xs.DoubleDV
        1       16 B        16 B   com.fasterxml.jackson.databind.deser.ValueInstantiators[]
        1       16 B        16 B   io.undertow.servlet.spec.ServletContextImpl$2
        1       16 B        16 B   javax.xml.transform.SecuritySupport
        1       16 B        16 B   java.lang.CharacterData0E
        1       16 B        16 B   org.resteasy.reactivecontext.ContextFilter$$Lambda$696.83283274
        1       16 B        16 B   com.fasterxml.jackson.databind.deser.BeanDeserializerModifier[]
        1       16 B        16 B   java.lang.reflect.ReflectAccess
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.xs.IntegerDV
        1       16 B        16 B   org.postgresql.jdbc.PrimitiveArraySupport$2
        1       16 B        16 B   java.lang.StackTraceElement[]
        1       16 B        16 B   org.hibernate.validator.internal.metadata.aggregated.CascadingMetaDataBuilder$$Lambda$741.2085494629
        1       16 B        16 B   com.sun.xml.bind.v2.runtime.unmarshaller.UnmarshallingContext$DefaultRootLoader
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.DoubleArrayValueExtractor
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.reflect.PrimitiveArrayListerLong
        1       16 B        16 B   org.jboss.shamrock.jaxrs.runtime.graal.ShamrockInjectorFactory
        1       16 B        16 B   org.jboss.resteasy.plugins.providers.StreamingOutputProvider
        1       16 B        16 B   org.apache.http.impl.EnglishReasonPhraseCatalog
        1       16 B        16 B   java.nio.file.Files$AcceptAllFilter
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.reflect.PrimitiveArrayListerShort
        1       16 B        16 B   io.undertow.servlet.core.DefaultAuthorizationManager
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.reflect.Lister$2
        1       16 B        16 B   io.reactiverse.reactivecontexts.propagators.rxjava2.ContextPropagatorOnFlowableAssemblyAction
        1       16 B        16 B   org.apache.http.conn.socket.PlainConnectionSocketFactory
        1       16 B        16 B   io.undertow.predicate.AuthenticationRequiredPredicate
        1       16 B        16 B   sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter
        1       16 B        16 B   java.lang.CharacterData02
        1       16 B        16 B   java.time.chrono.IsoChronology
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.IntArrayValueExtractor
        1       16 B        16 B   java.text.DontCareFieldPosition$1
        1       16 B        16 B   com.fasterxml.jackson.databind.util.ClassUtil$Ctor[]
        1       16 B        16 B   org.apache.http.message.TokenParser
        1       16 B        16 B   org.jboss.resteasy.plugins.providers.FileRangeWriter
        1       16 B        16 B   sun.reflect.generics.tree.ByteSignature
        1       16 B        16 B   com.oracle.svm.core.stack.ThreadStackPrinter$AllocationFreeStackFrameVisitor
        1       16 B        16 B   java.text.FieldPosition[]
        1       16 B        16 B   org.jboss.resteasy.plugins.interceptors.MessageSanitizerContainerResponseFilter
        1       16 B        16 B   sun.util.locale.provider.DecimalFormatSymbolsProviderImpl
        1       16 B        16 B   io.undertow.servlet.UndertowServletMessages_$bundle
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.reflect.PrimitiveArrayListerInteger
        1       16 B        16 B   com.sun.xml.bind.marshaller.MinimumEscapeHandler
        1       16 B        16 B   io.smallrye.metrics.exporters.JsonMetadataExporter$$Lambda$634.1020784719
        1       16 B        16 B   io.smallrye.config.SysPropConfigSource
        1       16 B        16 B   org.apache.http.client.entity.DeflateInputStreamFactory
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.reflect.PrimitiveArrayListerDouble
        1       16 B        16 B   com.oracle.svm.core.genscavenge.MemoryWalkerImpl
        1       16 B        16 B   com.oracle.svm.core.genscavenge.GreyToBlackObjRefVisitor$NoopCounters
        1       16 B        16 B   com.sun.org.apache.xerces.internal.impl.dv.xs.UnionDV
        1       16 B        16 B   java.time.temporal.TemporalQueries$$Lambda$504.1735127973
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.ListValueExtractor
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.FloatArrayValueExtractor
        1       16 B        16 B   org.hibernate.validator.internal.engine.valueextraction.MapValueExtractor
        1       16 B        16 B   com.fasterxml.classmate.members.ResolvedMethod[]
        1       16 B        16 B   sun.reflect.generics.tree.ShortSignature
        1       16 B        16 B   sun.text.normalizer.NormalizerBase$NFCMode
        1       16 B        16 B   io.undertow.server.protocol.framed.AbstractFramedChannel$3
        1       16 B        16 B   org.hibernate.validator.HibernateValidator
        1       16 B        16 B   org.jboss.resteasy.plugins.delegates.CookieHeaderDelegate
        1       16 B        16 B   com.sun.xml.internal.bind.v2.runtime.unmarshaller.UnmarshallingContext$ExpectedTypeRootLoader
